metabolite_kegg_id,metabolite_name,metabolite_compound_id,gene_id,gene_description,kegg_ko,ec_number,link_via
C00483,tyramine,HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,g3458.t1,Flavin containing amine oxidoreductase,K00274,,KO:K00274->RXN:R02382
C00483,tyramine,HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,g4740.t1,amine oxidase,K00276,,KO:K00276->RXN:R02382
C00483,tyramine,HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,g6552.t1,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9,K01593,,KO:K01593->RXN:R00736
C00483,tyramine,HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,g7944.t1,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9,K01593,,KO:K01593->RXN:R00736
C00492,raffinose,HILIC_NEG_0119_raffinose_negative_M-H503p1618_15p21,g2784.t1,galactinol--sucrose,K06617,,KO:K06617->RXN:R02411
C00492,raffinose,HILIC_NEG_0119_raffinose_negative_M-H503p1618_15p21,g6027.t1,raffinose alpha-galactosidase activity,K07407,,KO:K07407->RXN:R03634
C00492,raffinose,HILIC_NEG_0119_raffinose_negative_M-H503p1618_15p21,g7985.t1,raffinose alpha-galactosidase activity,K07407,,KO:K07407->RXN:R03634
C00506,cysteic acid,HILIC_NEG_0111_cysteic_acid_negative_M-H167p9972_14p13,g1960.t1,proline dehydrogenase activity,K14454,,KO:K14454->RXN:R02433
C00506,cysteic acid,HILIC_NEG_0111_cysteic_acid_negative_M-H167p9972_14p13,g344.t1,Aminotransferase class I and II,K00812,,KO:K00812->RXN:R02433
C00506,cysteic acid,HILIC_NEG_0111_cysteic_acid_negative_M-H167p9972_14p13,g3537.t1,Aspartate aminotransferase,K14455,,KO:K14455->RXN:R02433
C00506,cysteic acid,HILIC_NEG_0111_cysteic_acid_negative_M-H167p9972_14p13,g4159.t1,Aminotransferase class I and II,K14454,,KO:K14454->RXN:R02433
C00506,cysteic acid,HILIC_NEG_0111_cysteic_acid_negative_M-H167p9972_14p13,g5978.t1,Cysteine sulfinic acid decarboxylase,K01580,,KO:K01580->RXN:R01682
C00526,deoxyuridine,HILIC_NEG_0016_deoxyuridine_negative_M-H227p0674_1p85,g1932.t1,uridine biosynthetic process,K01489,,KO:K01489->RXN:R02485
C00526,deoxyuridine,HILIC_NEG_0016_deoxyuridine_negative_M-H227p0674_1p85,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R02102
C00526,deoxyuridine,HILIC_NEG_0016_deoxyuridine_negative_M-H227p0674_1p85,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R02102
C00526,deoxyuridine,HILIC_NEG_0016_deoxyuridine_negative_M-H227p0674_1p85,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R02102
C00526,deoxyuridine,HILIC_NEG_0016_deoxyuridine_negative_M-H227p0674_1p85,g7009.t1,HD domain,K07023,,KO:K07023->RXN:R02102
C00559,2'-deoxyadenosine,HILIC_NEG_0022_2deoxyadenosine_negative_M+acetate310p1157_2p16,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R02088
C00559,2'-deoxyadenosine,HILIC_NEG_0022_2deoxyadenosine_negative_M+acetate310p1157_2p16,g2592.t1,Adenosine/AMP deaminase,K01488,,KO:K01488->RXN:R02556
C00559,2'-deoxyadenosine,HILIC_NEG_0022_2deoxyadenosine_negative_M+acetate310p1157_2p16,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R02088
C00559,2'-deoxyadenosine,HILIC_NEG_0022_2deoxyadenosine_negative_M+acetate310p1157_2p16,g3470.t1,Abhydrolase domain-containing protein 2,K19572,,KO:K19572->RXN:R02556
C00559,2'-deoxyadenosine,HILIC_NEG_0022_2deoxyadenosine_negative_M+acetate310p1157_2p16,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R02088
C00559,2'-deoxyadenosine,HILIC_NEG_0022_2deoxyadenosine_negative_M+acetate310p1157_2p16,g7009.t1,HD domain,K07023,,KO:K07023->RXN:R02088
C00624,N-acetyl-glutamic acid,HILIC_NEG_0117_N-acetyl-glutamic_acid_negative_M-H188p0565_14p80,g1915.t1,"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate",K00620,,KO:K00620->RXN:R00259
C00624,N-acetyl-glutamic acid,HILIC_NEG_0117_N-acetyl-glutamic_acid_negative_M-H188p0565_14p80,g2449.t1,acetyl-CoA:L-glutamate N-acetyltransferase activity,K14682,,KO:K14682->RXN:R00259
C00624,N-acetyl-glutamic acid,HILIC_NEG_0117_N-acetyl-glutamic_acid_negative_M-H188p0565_14p80,g2832.t1,Belongs to the acetylglutamate kinase family. ArgB subfamily,K00930,,KO:K00930->RXN:R02649
C00624,N-acetyl-glutamic acid,HILIC_NEG_0117_N-acetyl-glutamic_acid_negative_M-H188p0565_14p80,g4875.t1,DNA replication,K00620,,KO:K00620->RXN:R00259
C00624,N-acetyl-glutamic acid,HILIC_NEG_0117_N-acetyl-glutamic_acid_negative_M-H188p0565_14p80,g6880.t1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,K00618,,KO:K00618->RXN:R00259
C00631,2-phosphoglyceric acid,HILIC_NEG_0141_2-phosphoglyceric_acid_negative_M-H184p9857_16p96,g2848.t1,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate,K15633,,KO:K15633->RXN:R01518
C00631,2-phosphoglyceric acid,HILIC_NEG_0141_2-phosphoglyceric_acid_negative_M-H184p9857_16p96,g4016.t1,phosphopyruvate hydratase activity,K01689,,KO:K01689->RXN:R00658
C00631,2-phosphoglyceric acid,HILIC_NEG_0141_2-phosphoglyceric_acid_negative_M-H184p9857_16p96,g4994.t1,phosphopyruvate hydratase activity,K01689,,KO:K01689->RXN:R00658
C00631,2-phosphoglyceric acid,HILIC_NEG_0141_2-phosphoglyceric_acid_negative_M-H184p9857_16p96,g601.t1,2-phosphoglycerate kinase,K05715,,KO:K05715->RXN:R02664
C00639,dinoprost,C18_NEG_0059_dinoprost_negative_M-H353p2333_4p62,g2292.t1,prostaglandin-F synthase activity,K15717,,KO:K15717->RXN:R09506
C00639,dinoprost,C18_NEG_0059_dinoprost_negative_M-H353p2333_4p62,g4270.t1,Carbonyl reductase NADPH,K00079,,KO:K00079->RXN:R02581
C00639,dinoprost,C18_NEG_0059_dinoprost_negative_M-H353p2333_4p62,g7268.t1,oxidation-reduction process,K00079,,KO:K00079->RXN:R02581
C00719,betaine,HILIC_POS_0051_betaine_positive_M118p0863_7p36,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R02566
C00719,betaine,HILIC_POS_0051_betaine_positive_M118p0863_7p36,g6681.t1,Methyltransferase,K18897,,KO:K18897->RXN:R10061
C00777,retinoic acid,C18_POS_0052_retinoic_acid_positive_M+H301p2162_7p50,g2242.t1,Belongs to the UDP-glycosyltransferase family,K00699,,KO:K00699->RXN:R02902
C00777,retinoic acid,C18_POS_0052_retinoic_acid_positive_M+H301p2162_7p50,g2600.t1,20-aldehyde-leukotriene B4 20-monooxygenase activity,,1.14.14.1,EC:1.14.14.1->RXN:R08392
C00777,retinoic acid,C18_POS_0052_retinoic_acid_positive_M+H301p2162_7p50,g4507.t1,iron ion binding,,1.14.14.1,EC:1.14.14.1->RXN:R08392
C00777,retinoic acid,C18_POS_0052_retinoic_acid_positive_M+H301p2162_7p50,g8128.t1,Belongs to the UDP-glycosyltransferase family,K00699,,KO:K00699->RXN:R02902
C00780,serotonin,HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,g1897.t1,Methyltransferase domain,K00599,,KO:K00599->RXN:R02912
C00780,serotonin,HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,g3458.t1,Flavin containing amine oxidoreductase,K00274,,KO:K00274->RXN:R02908
C00780,serotonin,HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,g6552.t1,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9,K01593,,KO:K01593->RXN:R02701
C00780,serotonin,HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,g7944.t1,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9,K01593,,KO:K01593->RXN:R02701
C00791,creatinine,HILIC_POS_0026_creatinine_positive_M+H114p0662_3p73,g2093.t1,deaminase activity,K01485,,KO:K01485->RXN:R02922
C00791,creatinine,HILIC_POS_0026_creatinine_positive_M+H114p0662_3p73,g7799.t1,Creatinine amidohydrolase,K01470,,KO:K01470->RXN:R01884
C00794,sorbitol,HILIC_NEG_0077_sorbitol_negative_M-H181p0718_8p54,g592.t1,Dehydrogenase,K00008,,KO:K00008->RXN:R00875
C00794,sorbitol,HILIC_NEG_0077_sorbitol_negative_M-H181p0718_8p54,g6027.t1,raffinose alpha-galactosidase activity,K07407,,KO:K07407->RXN:R02926
C00794,sorbitol,HILIC_NEG_0077_sorbitol_negative_M-H181p0718_8p54,g7985.t1,raffinose alpha-galactosidase activity,K07407,,KO:K07407->RXN:R02926
C00805,salicylic acid,HILIC_NEG_0020_salicylic_acid_negative_M-H137p0244_2p12,g1111.t1,FAD binding,K00480,,KO:K00480->RXN:R00818
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g1446.t1,Diacylglycerol kinase catalytic domain,K04718,,KO:K04718->RXN:R02976
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g2931.t1,sphingolipid delta-4 desaturase activity,,1.14.18.5,EC:1.14.18.5->RXN:R06525
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g3068.t1,Phosphatidic acid phosphatase,,3.1.3.4,EC:3.1.3.4->RXN:R06520
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g4653.t1,phosphatidate phosphatase activity,,3.1.3.4,EC:3.1.3.4->RXN:R06520
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g6544.t1,sphingosine N-acyltransferase activity,K04710,,KO:K04710->RXN:R06517
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g6880.t1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,K04708,,KO:K04708->RXN:R02978
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g7503.t1,Belongs to the short-chain dehydrogenases reductases (SDR) family,K04708,,KO:K04708->RXN:R02978
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g7952.t1,sphingosine N-acyltransferase activity,K04710,,KO:K04710->RXN:R06517
C00836,sphinganine,C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,g987.t1,Acid phosphatase homologues,,3.1.3.4,EC:3.1.3.4->RXN:R06520
C00864,pantothenic acid,HILIC_NEG_0069_pantothenic_acid_negative_M-H218p1034_6p44,g5059.t1,pantothenate kinase activity,K09680,,KO:K09680->RXN:R03018
C00864,pantothenic acid,HILIC_NEG_0069_pantothenic_acid_negative_M-H218p1034_6p44,g855.t1,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,K01918,,KO:K01918->RXN:R02473
C00881,deoxycytidine,HILIC_NEG_0056_deoxycytidine_negative_M-H226p0833_5p16,g1932.t1,uridine biosynthetic process,K01489,,KO:K01489->RXN:R02485
C00881,deoxycytidine,HILIC_NEG_0056_deoxycytidine_negative_M-H226p0833_5p16,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R01664
C00881,deoxycytidine,HILIC_NEG_0056_deoxycytidine_negative_M-H226p0833_5p16,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R01664
C00881,deoxycytidine,HILIC_NEG_0056_deoxycytidine_negative_M-H226p0833_5p16,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R01664
C00881,deoxycytidine,HILIC_NEG_0056_deoxycytidine_negative_M-H226p0833_5p16,g7009.t1,HD domain,K07023,,KO:K07023->RXN:R01664
C00954,indole-3-acetic acid,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R02678
C00954,indole-3-acetic acid,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,g2823.t1,aldehyde dehydrogenase (NAD) activity,K00128,,KO:K00128->RXN:R02678
C00954,indole-3-acetic acid,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,g7165.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R02678
C00954,indole-3-acetic acid,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,g7765.t1,amidotransferase subunit A,K01426,,KO:K01426->RXN:R03096
C00954,indole-3-acetic acid,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,g8055.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R02678
C00954,indole-3-acetic acid,C18_NEG_0052_indole-3-acetic_acid_negative_M-H174p0560_3p49,g8142.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R02678
C00956,alpha-aminoadipic acid,HILIC_NEG_0121_alpha-aminoadipic_acid_negative_M-H160p0615_15p58,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R03102
C01035,4-guanidinobutanoic acid,HILIC_POS_0086_4-guanidinobutanoic_acid_positive_M+H146p0924_13p41,g7765.t1,amidotransferase subunit A,K01426,,KO:K01426->RXN:R03180
C01040,gulonic acid gama-lactone,HILIC_NEG_0038_gulonic_acid_gama-lactone_negative_M-H177p0405_3p07,g5310.t1,magnesium ion transmembrane transporter activity,K01053,,KO:K01053->RXN:R02933
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g191.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02778
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g3100.t1,"1,4-alpha-glucan branching enzyme activity",K01214,,KO:K01214->RXN:R09995
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g3580.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02778
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g3628.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02778
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g5235.t1,protein deneddylation,K01194,,KO:K01194->RXN:R00010
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g6651.t1,Trehalose-phosphatase,K16055,,KO:K16055->RXN:R02778
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g7536.t1,Glycosyl hydrolase family 65 central catalytic domain,K01194,,KO:K01194->RXN:R00010
C01083,trehalose,HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,g7719.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02778
C01118,O-succinyl-homoserine,HILIC_POS_0110_O-succinyl-homoserine_positive_M+H220p0816_14p80,g1796.t1,cystathionine gamma-synthase activity,K01739,,KO:K01739->RXN:R03260
C01118,O-succinyl-homoserine,HILIC_POS_0110_O-succinyl-homoserine_positive_M+H220p0816_14p80,g6843.t1,methyltransferase,K00641,,KO:K00641->RXN:R01777
C01432,lactate ,HILIC_NEG_0052_lactate_negative_M-H89p0244_4p65,g1450.t1,DJ-1/PfpI family,,3.5.1.124,EC:3.5.1.124->RXN:R11564
C01432,lactate ,HILIC_NEG_0052_lactate_negative_M-H89p0244_4p65,g165.t1,DJ-1/PfpI family,,3.5.1.124,EC:3.5.1.124->RXN:R11564
C01613,stachyose,HILIC_POS_0128_stachyose_positive_M+Na689p2111_16p50,g6027.t1,raffinose alpha-galactosidase activity,K07407,,KO:K07407->RXN:R03634
C01613,stachyose,HILIC_POS_0128_stachyose_positive_M+Na689p2111_16p50,g7985.t1,raffinose alpha-galactosidase activity,K07407,,KO:K07407->RXN:R03634
C01672,cadaverine,HILIC_POS_0139_cadaverine_positive_M+H103p1230_17p04,g1824.t1,Belongs to the spermidine spermine synthase family,K00797,,KO:K00797->RXN:R08359
C01672,cadaverine,HILIC_POS_0139_cadaverine_positive_M+H103p1230_17p04,g2611.t1,Orn Lys Arg decarboxylase,K01582,,KO:K01582->RXN:R00462
C01672,cadaverine,HILIC_POS_0139_cadaverine_positive_M+H103p1230_17p04,g4740.t1,amine oxidase,K00276,,KO:K00276->RXN:R06740
C01717,4-hydroxy-2-quinolinecarboxylic acid,HILIC_NEG_0072_4-hydroxy-2-quinolinecarboxylic_acid_negative_M-H188p0353_7p55,g1933.t1,"transferase activity, transferring nitrogenous groups",,2.6.1.7,EC:2.6.1.7->RXN:R03445
C01826,norvaline,HILIC_NEG_0081_norvaline_negative_M-H116p0717_10p17,g7686.t1,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,,1.5.1.28,EC:1.5.1.28->RXN:R03732
C01879,5-oxo-proline,HILIC_NEG_0087_5-oxo-proline_negative_M-H128p0353_11p08,g2510.t1,Catalyzes the formation of 5-oxoproline from gamma- glutamyl dipeptides and plays a significant role in glutathione (GSH) homeostasis,K07232,,KO:K07232->RXN:R11861
C01879,5-oxo-proline,HILIC_NEG_0087_5-oxo-proline_negative_M-H128p0353_11p08,g4124.t1,"mitochondrial electron transport, ubiquinol to cytochrome c",K01469,,KO:K01469->RXN:R00251
C01879,5-oxo-proline,HILIC_NEG_0087_5-oxo-proline_negative_M-H128p0353_11p08,g5649.t1,Hydantoinase B/oxoprolinase,K01469,,KO:K01469->RXN:R00251
C02226,2-methylmaleic acid,HILIC_NEG_0021_2-methylmaleic_acid_negative_M-H129p0193_2p15,g6265.t1,"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate",K01703,,KO:K01703->RXN:R03898
C02226,2-methylmaleic acid,HILIC_NEG_0021_2-methylmaleic_acid_negative_M-H129p0193_2p15,g851.t1,3-isopropylmalate dehydratase activity,K01704,,KO:K01704->RXN:R03898
C02376,5-methylcytosine,HILIC_POS_0029_5-methylcytosine_positive_M+H126p0662_4p07,g2093.t1,deaminase activity,K01485,,KO:K01485->RXN:R01411
C02693,indole-3-acetamide,HILIC_POS_0004_indole-3-acetamide_positive_M+H175p0866_1p29,g7765.t1,amidotransferase subunit A,K01426,,KO:K01426->RXN:R03096
C02714,N-acetylputrescine,HILIC_POS_0063_N-acetylputrescine_positive_M+H131p1179_9p71,g3458.t1,Flavin containing amine oxidoreductase,K00274,,KO:K00274->RXN:R04025
C02946,4-acetamidobutanoic acid,HILIC_NEG_0032_4-acetamidobutanoic_acid_negative_M-H144p0666_2p82,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R05050
C02946,4-acetamidobutanoic acid,HILIC_NEG_0032_4-acetamidobutanoic_acid_negative_M-H144p0666_2p82,g2823.t1,aldehyde dehydrogenase (NAD) activity,K00128,,KO:K00128->RXN:R05050
C02946,4-acetamidobutanoic acid,HILIC_NEG_0032_4-acetamidobutanoic_acid_negative_M-H144p0666_2p82,g7165.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R05050
C02946,4-acetamidobutanoic acid,HILIC_NEG_0032_4-acetamidobutanoic_acid_negative_M-H144p0666_2p82,g8055.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R05050
C02946,4-acetamidobutanoic acid,HILIC_NEG_0032_4-acetamidobutanoic_acid_negative_M-H144p0666_2p82,g8142.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R05050
C03793,N-trimethyllysine,HILIC_POS_0130_N-trimethyllysine_positive_M189p1598_16p63,g1695.t1,structural constituent of ribosome,K00474,,KO:K00474->RXN:R03451
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g1765.t1,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",K03644,,KO:K03644->RXN:R12423
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g2057.t1,lipoate synthase activity,K03644,,KO:K03644->RXN:R12423
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g2442.t1,Phosphomethylpyrimidine synthase,K03147,,KO:K03147->RXN:R03472
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g4284.t1,"Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate",K20967,,KO:K20967->RXN:R09394
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g4520.t1,N6-isopentenyladenosine methylthiotransferase activity,K14441,,KO:K14441->RXN:R10652
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g4598.t1,biotin synthase activity,K01012,,KO:K01012->RXN:R01078
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g4791.t1,"Elongator protein 3, MiaB family, Radical SAM",K11779,,KO:K11779->RXN:R12162
C05198,5'-deoxyadenosine,C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,g6664.t1,"Catalyzes the radical-mediated transfer of the hydroxybenzyl group from 4-hydroxyphenylpyruvate (HPP) to 5-amino- 6-ribitylamino-2,4(1H,3H)-pyrimidinedione to form 7,8-didemethyl- 8-hydroxy-5-deazariboflavin (FO)",K11780,,KO:K11780->RXN:R12162
C05519,allothreonine,HILIC_NEG_0098_allothreonine_negative_M-H118p0510_13p11,g1331.t1,Threonine aldolase,K01620,,KO:K01620->RXN:R06171
C05635,5-hydroxyindoleacetic acid,HILIC_NEG_0006_5-hydroxyindoleacetic_acid_negative_M-H190p0510_1p30,g2189.t1,Aldehyde dehydrogenase 7 family member A1,K14085,,KO:K14085->RXN:R04903
C05635,5-hydroxyindoleacetic acid,HILIC_NEG_0006_5-hydroxyindoleacetic_acid_negative_M-H190p0510_1p30,g2823.t1,aldehyde dehydrogenase (NAD) activity,K00128,,KO:K00128->RXN:R04903
C05635,5-hydroxyindoleacetic acid,HILIC_NEG_0006_5-hydroxyindoleacetic_acid_negative_M-H190p0510_1p30,g7165.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R04903
C05635,5-hydroxyindoleacetic acid,HILIC_NEG_0006_5-hydroxyindoleacetic_acid_negative_M-H190p0510_1p30,g8055.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R04903
C05635,5-hydroxyindoleacetic acid,HILIC_NEG_0006_5-hydroxyindoleacetic_acid_negative_M-H190p0510_1p30,g8142.t1,Belongs to the aldehyde dehydrogenase family,K00128,,KO:K00128->RXN:R04903
C05852,2-hydroxyphenylacetic acid,C18_NEG_0031_2-hydroxyphenylacetic_acid_negative_M-H151p0400_2p81,g4050.t1,4-hydroxyphenylpyruvate,K00457,,KO:K00457->RXN:R01372
C07446,isonicotinic acid,HILIC_NEG_0059_isonicotinic_acid_negative_M-H122p0247_5p51,g4287.t1,adenosylhomocysteinase activity,,3.1.1.1,EC:3.1.1.1->RXN:R08249
C18218,16-hydroxyhexadecanoic acid,C18_NEG_0062_16-hydroxyhexadecanoic_acid_negative_M-H271p2278_6p16,g4598.t1,biotin synthase activity,K15400,,KO:K15400->RXN:R09106
