metabolite_kegg_id,metabolite_name,metabolite_compound_id,gene_id,gene_description,kegg_ko,ec_number,link_via
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g4729.t1,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,K01952,,KO:K01952->RXN:R04463
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g4758.t1,structural constituent of ribosome,K01952,,KO:K01952->RXN:R04463
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g4875.t1,DNA replication,K00620,,KO:K00620->RXN:R00259
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g4885.t1,helicase superfamily c-terminal domain,K01919,,KO:K01919->RXN:R10993
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g5029.t1,'de novo' CTP biosynthetic process,K01937,,KO:K01937->RXN:R00573
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g5198.t1,L-tyrosine:2-oxoglutarate aminotransferase activity,K00815,,KO:K00815->RXN:R00734
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g527.t1,Glutamate--glyoxylate aminotransferase,K14272,,KO:K14272->RXN:R00372
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g5587.t1,Belongs to the HisA HisF family,K01663,,KO:K01663->RXN:R04558
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g5649.t1,Hydantoinase B/oxoprolinase,K01469,,KO:K01469->RXN:R00251
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g578.t1,NAD+ synthase (glutamine-hydrolyzing) activity,K01950,,KO:K01950->RXN:R00257
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g5906.t1,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,K06215,,KO:K06215->RXN:R10089
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g595.t1,histidinol-phosphate transaminase activity,K00817,,KO:K00817->RXN:R00734
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g5978.t1,Cysteine sulfinic acid decarboxylase,K01580,,KO:K01580->RXN:R00261
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g6062.t1,serine-pyruvate transaminase activity,K00830,,KO:K00830->RXN:R00372
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g6198.t1,Belongs to the HisA HisF family,K01663,,KO:K01663->RXN:R04558
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g6225.t1,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",K01663,,KO:K01663->RXN:R04558
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g6339.t1,glutamine biosynthetic process,K01915,,KO:K01915->RXN:R00253
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g677.t1,phosphatidate cytidylyltransferase activity,K14163,,KO:K14163->RXN:R05578
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g6880.t1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,K00618,,KO:K00618->RXN:R00259
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g6933.t1,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,K00819,,KO:K00819->RXN:R00667
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7148.t1,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,K00831,,KO:K00831->RXN:R05085
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7234.t1,Belongs to the folylpolyglutamate synthase family,K11754,,KO:K11754->RXN:R00942
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7431.t1,1-pyrroline-5-carboxylate dehydrogenase activity,K00294,,KO:K00294->RXN:R00708
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7438.t1,anthranilate synthase activity,K01657,,KO:K01657->RXN:R00986
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7443.t1,synthase,K13950,,KO:K13950->RXN:R01716
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7478.t1,peptidase activity,K20457,,KO:K20457->RXN:R02237
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g7732.t1,branched-chain-amino-acid transaminase activity,K00826,,KO:K00826->RXN:R01090
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g846.t1,phosphoribosylformylglycinamidine synthase,K01952,,KO:K01952->RXN:R04463
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g872.t1,Asparagine synthase,K01953,,KO:K01953->RXN:R00578
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g880.t1,glutathione hydrolase activity,K00681,,KO:K00681->RXN:R03971
C00025,glutamic acid,HILIC_NEG_0122_glutamic_acid_negative_M-H146p0459_15p65,g90.t1,glutamate-cysteine ligase activity,K11204,,KO:K11204->RXN:R10993
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g1727.t1,NDP-glucose-starch glucosyltransferase activity,K13679,,KO:K13679->RXN:R00292
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g1770.t1,UDP-glucose 6-dehydrogenase activity,K00012,,KO:K00012->RXN:R00286
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g191.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02737
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g2052.t1,UDP-glucose pyrophosphorylase 2b,K00963,,KO:K00963->RXN:R00289
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g2532.t1,"racemase and epimerase activity, acting on carbohydrates and derivatives",K01784,,KO:K01784->RXN:R00291
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g3155.t1,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,,2.4.1.183,EC:2.4.1.183->RXN:R03996
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g3461.t1,UTP:glucose-1-phosphate uridylyltransferase activity,K00963,,KO:K00963->RXN:R00289
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g3580.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02737
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g3628.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02737
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g4058.t1,UDP-glucose-glucosephosphate glucosyltransferase,K00697,,KO:K00697->RXN:R02737
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g5102.t1,"dTDP-glucose 4,6-dehydratase activity",K12450,,KO:K12450->RXN:R00293
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g5722.t1,"racemase and epimerase activity, acting on carbohydrates and derivatives",K06118,,KO:K06118->RXN:R05775
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g6394.t1,UDP-N-acetylglucosamine LPS N-acetylglucosamine transferase,K03429,,KO:K03429->RXN:R04377
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g6651.t1,Trehalose-phosphatase,K16055,,KO:K16055->RXN:R02737
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g6697.t1,translation initiation factor activity,,2.4.1.12,EC:2.4.1.12->RXN:R02889
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g6958.t1,Glycosyltransferase like family 2,K00729,,KO:K00729->RXN:R01005
C00029,UDP-Glucose,HILIC_NEG_0125_UDP-Glucose_negative_M-H565p0477_15p78,g7719.t1,trehalose biosynthetic process,K16055,,KO:K16055->RXN:R02737
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g1331.t1,Threonine aldolase,K01620,,KO:K01620->RXN:R06171
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g1468.t1,mitochondrial tRNA wobble uridine modification,K03495,,KO:K03495->RXN:R08701
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g2127.t1,glycyl-tRNA aminoacylation,K01880,,KO:K01880->RXN:R03654
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g2436.t1,The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein,K02437,,KO:K02437->RXN:R01221
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g2499.t1,dihydrolipoyl dehydrogenase activity,K00382,,KO:K00382->RXN:R01221
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g317.t1,Glycine oxidase ThiO,K03153,,KO:K03153->RXN:R07463
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g3297.t1,Phosphoribosylamine--glycine ligase,K01945,,KO:K01945->RXN:R04144
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g3469.t1,Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides,K01255,,KO:K01255->RXN:R00899
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g3588.t1,Serine hydroxymethyltransferase,K00600,,KO:K00600->RXN:R09099
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g3718.t1,Belongs to the peptidase M17 family,K01255,,KO:K01255->RXN:R00899
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g3942.t1,Interconversion of serine and glycine,K00600,,KO:K00600->RXN:R09099
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g4275.t1,phosphoribosylglycinamide formyltransferase activity,K11787,,KO:K11787->RXN:R04144
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g439.t1,glycine hydroxymethyltransferase activity,K00600,,KO:K00600->RXN:R09099
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g4484.t1,glycyl-tRNA aminoacylation,K14164,,KO:K14164->RXN:R03654
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g4736.t1,glycine dehydrogenase (decarboxylating) activity,K00281,,KO:K00281->RXN:R03425
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g4862.t1,The glycine cleavage system catalyzes the degradation of glycine,K00605,,KO:K00605->RXN:R01221
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g4965.t1,Peptidase family M1 domain,K01256,,KO:K01256->RXN:R00899
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g5057.t1,MnmE helical domain,K03650,,KO:K03650->RXN:R08701
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g527.t1,Glutamate--glyoxylate aminotransferase,K14272,,KO:K14272->RXN:R00372
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g5328.t1,dihydrolipoyl dehydrogenase activity,K00382,,KO:K00382->RXN:R01221
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g5915.t1,"NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34",K03495,,KO:K03495->RXN:R08701
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g5938.t1,Domain of unknown function (DUF3458_C) ARM repeats,K01256,,KO:K01256->RXN:R00899
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g6062.t1,serine-pyruvate transaminase activity,K00830,,KO:K00830->RXN:R00372
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g6338.t1,glutathione synthase activity,K21456,,KO:K21456->RXN:R00497
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g662.t1,metalloaminopeptidase activity,K01256,,KO:K01256->RXN:R00899
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g6690.t1,Belongs to the GcvT family,K00605,,KO:K00605->RXN:R01221
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g7072.t1,"In addition to serving as the E3 component of 2-oxoglutarate dehydrogenase complex and as part of pyruvate dehydrogenase, this protein also acts as the glycine decarboxylase (aka glycine cleavage system) L-protein",K00382,,KO:K00382->RXN:R01221
C00037,glycine,HILIC_NEG_0103_glycine_negative_M-H74p0247_13p67,g975.t1,manganese ion binding,K01255,,KO:K01255->RXN:R00899
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g132.t1,kynureninase activity,K01556,,KO:K01556->RXN:R03936
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g2141.t1,cysteine desulfurase activity,K04487,,KO:K04487->RXN:R11528
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g2186.t1,protein polyubiquitination,K01446,,KO:K01446->RXN:R04112
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g3545.t1,tRNA synthetases class II (A),K01872,,KO:K01872->RXN:R03038
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g3724.t1,(alanine aminotransferase) 2,K00814,,KO:K00814->RXN:R00258
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g5030.t1,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain,K01872,,KO:K01872->RXN:R03038
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g527.t1,Glutamate--glyoxylate aminotransferase,K14272,,KO:K14272->RXN:R00369
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g6062.t1,serine-pyruvate transaminase activity,K00830,,KO:K00830->RXN:R00369
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g7416.t1,Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family,K11717,,KO:K11717->RXN:R11528
C00041,alanine,HILIC_NEG_0095_alanine_negative_M-H88p0404_12p91,g7512.t1,Sulfurates the molybdenum cofactor. Sulfation of molybdenum is essential for xanthine dehydrogenase (XDH) and aldehyde oxidase (ADO) enzymes in which molybdenum cofactor is liganded by 1 oxygen and 1 sulfur atom in active form,K15631,,KO:K15631->RXN:R11583
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g1070.t1,voltage-gated chloride channel activity,K01637,,KO:K01637->RXN:R00479
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g1175.t1,peptide-aspartate beta-dioxygenase activity,,1.14.11.16,EC:1.14.11.16->RXN:R04073
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g1695.t1,structural constituent of ribosome,K00474,,KO:K00474->RXN:R03451
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g1735.t1,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate- level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit",K01900,,KO:K01900->RXN:R00727
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g1796.t1,cystathionine gamma-synthase activity,K01739,,KO:K01739->RXN:R03260
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g233.t1,histone demethylase activity (H3-K4 specific),,1.14.11.27,EC:1.14.11.27->RXN:R10056
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g2331.t1,belongs to the aldehyde dehydrogenase family,K00135,,KO:K00135->RXN:R00713
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g2458.t1,JmjC domain-containing histone demethylation protein,K10276,,KO:K10276->RXN:R10056
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g2739.t1,Cupin superfamily protein,,1.14.11.27,EC:1.14.11.27->RXN:R10056
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g3234.t1,Phytanoyl-CoA dioxygenase (PhyH),,1.14.11.18,EC:1.14.11.18->RXN:R05722
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g3522.t1,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,K00139,,KO:K00139->RXN:R00713
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g3606.t1,tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity,,1.14.11.27,EC:1.14.11.27->RXN:R10056
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g4386.t1,succinate-CoA ligase (GDP-forming) activity,K01899,,KO:K01899->RXN:R00727
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g4748.t1,anaerobic respiration,K00234,,KO:K00234->RXN:R02164
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g5417.t1,A domain family that is part of the cupin metalloenzyme superfamily.,,1.14.11.27,EC:1.14.11.27->RXN:R10056
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g6853.t1,unfolded protein binding,K00236,,KO:K00236->RXN:R02164
C00042,succinate,C18_NEG_0005_succinate_negative_M-H117p0193_0p44,g7600.t1,"3 iron, 4 sulfur cluster binding",K00235,,KO:K00235->RXN:R02164
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g1153.t1,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",K04042,,KO:K04042->RXN:R00416
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g1934.t1,UDP-N-acetylglucosamine diphosphorylase activity,K00972,,KO:K00972->RXN:R00416
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g1974.t1,"Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",K00677,,KO:K00677->RXN:R04567
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g2470.t1,Protein of unknown function (DUF563),K18134,,KO:K18134->RXN:R09676
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g2532.t1,"racemase and epimerase activity, acting on carbohydrates and derivatives",,5.1.3.2,EC:5.1.3.2->RXN:R00418
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g3155.t1,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,K01001,,KO:K01001->RXN:R05969
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g345.t1,protein serine/threonine kinase activity,,2.4.1.143,EC:2.4.1.143->RXN:R07258
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g370.t1,voltage-gated potassium channel activity,,2.4.1.143,EC:2.4.1.143->RXN:R07258
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g3733.t1,acetylglucosaminyltransferase activity,,2.4.1.150,EC:2.4.1.150->RXN:R04654
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g4093.t1,UDP-N-acetylglucosamine pyrophosphorylase,K00972,,KO:K00972->RXN:R00416
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g478.t1,phosphatidylinositol N-acetylglucosaminyltransferase activity,,2.4.1.198,EC:2.4.1.198->RXN:R02654
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g5014.t1,"alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",,2.4.1.145,EC:2.4.1.145->RXN:R04662
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g5364.t1,UDP-N-acetylglucosamine transferase subunit ALG13 homolog,,2.4.1.141,EC:2.4.1.141->RXN:R04494
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g555.t1,acetylglucosaminyltransferase activity,,2.4.1.150,EC:2.4.1.150->RXN:R04654
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g5767.t1,acetylglucosaminyltransferase activity,,2.4.1.150,EC:2.4.1.150->RXN:R04654
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g5772.t1,Protein of unknown function (DUF563),K18134,,KO:K18134->RXN:R09676
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g5947.t1,Protein of unknown function (DUF563),K18134,,KO:K18134->RXN:R09676
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g703.t1,Glycosyltransferase family 17,,2.4.1.144,EC:2.4.1.144->RXN:R07259
C00043,uridine 5'-diphospho-N-acetylglucosamine,HILIC_NEG_0129_uridine_5diphospho-N-acetylglucosamine_negative_M-H606p0743_16p10,g7339.t1,Belongs to the UDP-glucose GDP-mannose dehydrogenase family,K13015,,KO:K13015->RXN:R00421
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g2200.t1,Belongs to the Orn Lys Arg decarboxylase class-II family,K01586,,KO:K01586->RXN:R00451
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g2611.t1,Orn Lys Arg decarboxylase,K01582,,KO:K01582->RXN:R00462
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g3188.t1,CoA carboxylase activity,K14755,,KO:K14755->RXN:R00910
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g4666.t1,ATP-grasp domain,K14755,,KO:K14755->RXN:R00910
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g4682.t1,S-adenosylmethioninamine biosynthetic process,K01586,,KO:K01586->RXN:R00451
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g6949.t1,NFU1 iron-sulfur cluster scaffold,K04567,,KO:K04567->RXN:R03658
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g7097.t1,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",K04075,,KO:K04075->RXN:R09597
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g7354.t1,lysyl-tRNA synthetase,K04567,,KO:K04567->RXN:R03658
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g7716.t1,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain",K01586,,KO:K01586->RXN:R00451
C00047,lysine,HILIC_NEG_0138_lysine_negative_M-H145p0983_16p86,g850.t1,Belongs to the class-II aminoacyl-tRNA synthetase family,K04567,,KO:K04567->RXN:R03658
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g1870.t1,"retrograde transport, endosome to Golgi",K01876,,KO:K01876->RXN:R05577
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g1960.t1,proline dehydrogenase activity,K14454,,KO:K14454->RXN:R00355
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g2071.t1,Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP,K01939,,KO:K01939->RXN:R01135
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g2090.t1,aspartate N-acetyltransferase activity,K18309,,KO:K18309->RXN:R00487
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g2730.t1,Aspartate-ammonia ligase,K01914,,KO:K01914->RXN:R00483
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g344.t1,Aminotransferase class I and II,K00812,,KO:K00812->RXN:R00355
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g3537.t1,Aspartate aminotransferase,K14455,,KO:K14455->RXN:R00355
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g358.t1,homoserine dehydrogenase activity,K12524,,KO:K12524->RXN:R00480
