pathway,pathway_name,comparison,overlap,pathway_size,sig_size,background,overlap_ratio,pval,metabolites,adj_pval
map00740,Riboflavin metabolism,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C01727;C03114,0.9157705000912163
map00750,Vitamin B6 metabolism,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00064,0.9157705000912163
map00760,Nicotinate and nicotinamide metabolism,8_vs_0h_t144h,3,9,74,200,0.3333333333333333,0.7129147621211974,C00022;C00153;C00253,0.9157705000912163
map00770,Pantothenate and CoA biosynthesis,8_vs_0h_t144h,2,6,74,200,0.3333333333333333,0.7209317287818933,C00022;C00864,0.9157705000912163
map00780,Biotin metabolism,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C02656,0.9157705000912163
map00785,Lipoic acid metabolism,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00022;C00037,0.9157705000912163
map00670,One carbon pool by folate,8_vs_0h_t144h,4,8,74,200,0.5,0.33504840018039617,C00037;C00065;C00212;C00719,0.9157705000912163
map00860,Porphyrin metabolism,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00037;C03114,0.9157705000912163
map00908,Zeatin biosynthesis,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00020;C00170,0.9157705000912163
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",8_vs_0h_t144h,2,8,74,200,0.25,0.8638118901569629,C00253;C00407,0.9157705000912163
map00996,Biosynthesis of various alkaloids,8_vs_0h_t144h,4,6,74,200,0.6666666666666666,0.136831971436466,C00108;C00180;C00755;C00805,0.9157705000912163
map00966,Glucosinolate biosynthesis,8_vs_0h_t144h,1,6,74,200,0.16666666666666666,0.9402349366063878,C00407,0.9606748265326137
map00311,Penicillin and cephalosporin biosynthesis,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00956,0.9157705000912163
map00261,Monobactam biosynthesis,8_vs_0h_t144h,3,6,74,200,0.5,0.3928757006837766,C00022;C00062;C00065,0.9157705000912163
map00521,Streptomycin biosynthesis,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00092;C00103,0.9157705000912163
map00524,"Neomycin, kanamycin and gentamicin biosynthesis",8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00043;C00092,0.9157705000912163
map00975,Biosynthesis of various siderophores,8_vs_0h_t144h,2,6,74,200,0.3333333333333333,0.7209317287818933,C00065;C00077,0.9157705000912163
map00998,Biosynthesis of various antibiotics,8_vs_0h_t144h,7,10,74,200,0.7,0.032029538097068065,C00022;C00062;C00065;C00077;C00085;C00092;C00108,0.9032329743373195
map00999,Biosynthesis of various plant secondary metabolites,8_vs_0h_t144h,1,7,74,200,0.14285714285714285,0.963031919550343,C00108,0.963031919550343
map00997,Biosynthesis of various other secondary metabolites,8_vs_0h_t144h,3,8,74,200,0.375,0.6223764852997381,C00022;C00085;C00108,0.9157705000912163
map00362,Benzoate degradation,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00022;C00180,0.9157705000912163
map00627,Aminobenzoate degradation,8_vs_0h_t144h,4,6,74,200,0.6666666666666666,0.136831971436466,C00108;C00180;C00633;C00755,0.9157705000912163
map00623,Toluene degradation,8_vs_0h_t144h,3,5,74,200,0.6,0.26485383606012125,C00180;C00633;C03067,0.9157705000912163
map00363,Bisphenol degradation,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00633,0.9157705000912163
map00621,Dioxin degradation,8_vs_0h_t144h,4,4,74,200,1.0,0.01778815628674058,C00022;C00108;C00180;C00805,0.9032329743373195
map00624,Polycyclic aromatic hydrocarbon degradation,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00805,0.9157705000912163
map00983,Drug metabolism - other enzymes,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C07446,0.9157705000912163
map01060,Biosynthesis of plant secondary metabolites,8_vs_0h_t144h,15,34,74,200,0.4411764705882353,0.22571273215413185,C00020;C00022;C00037;C00062;C00064;C00065;C00077;C00085;C00103;C00108;C00152;C00170;C00253;C00385;C00407,0.9157705000912163
map01061,Biosynthesis of phenylpropanoids,8_vs_0h_t144h,6,11,74,200,0.5454545454545454,0.17825492706407872,C00022;C00085;C00108;C00633;C00755;C00805,0.9157705000912163
map01062,Biosynthesis of terpenoids and steroids,8_vs_0h_t144h,3,6,74,200,0.5,0.3928757006837766,C00022;C00085;C00092,0.9157705000912163
map01063,Biosynthesis of alkaloids derived from shikimate pathway,8_vs_0h_t144h,5,14,74,200,0.35714285714285715,0.6440234278113464,C00022;C00085;C00108;C00180;C00755,0.9157705000912163
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",8_vs_0h_t144h,6,15,74,200,0.4,0.5025973298334776,C00022;C00062;C00077;C00085;C00253;C00407,0.9157705000912163
map01065,Biosynthesis of alkaloids derived from histidine and purine,8_vs_0h_t144h,4,7,74,200,0.5714285714285714,0.2305386970888323,C00020;C00022;C00085;C00385,0.9157705000912163
map01066,Biosynthesis of alkaloids derived from terpenoid and polyketide,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00022;C00085,0.9157705000912163
map01070,Biosynthesis of plant hormones,8_vs_0h_t144h,5,12,74,200,0.4166666666666667,0.47563032026327956,C00020;C00022;C00085;C00108;C00805,0.9157705000912163
map00970,Aminoacyl-tRNA biosynthesis,8_vs_0h_t144h,6,17,74,200,0.35294117647058826,0.654274213782715,C00037;C00062;C00064;C00065;C00152;C00407,0.9157705000912163
map02010,ABC transporters,8_vs_0h_t144h,12,36,74,200,0.3333333333333333,0.7541100876500669,C00037;C00062;C00064;C00065;C00077;C00212;C00330;C00387;C00407;C00559;C00719;C00794,0.9157705000912163
map02060,Phosphotransferase system (PTS),8_vs_0h_t144h,3,11,74,200,0.2727272727272727,0.8433065606297628,C00022;C00092;C00794,0.9157705000912163
map02020,Two-component system,8_vs_0h_t144h,3,7,74,200,0.42857142857142855,0.5146284533799846,C00022;C00064;C00092,0.9157705000912163
map04066,HIF-1 signaling pathway,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00022,0.9157705000912163
map04068,FoxO signaling pathway,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00020,0.9157705000912163
map04072,Phospholipase D signaling pathway,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00639,0.9157705000912163
map04071,Sphingolipid signaling pathway,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00065;C00212,0.9157705000912163
map04024,cAMP signaling pathway,8_vs_0h_t144h,3,7,74,200,0.42857142857142855,0.5146284533799846,C00020;C00212;C01089,0.9157705000912163
map04022,cGMP-PKG signaling pathway,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00020;C00212,0.9157705000912163
map04152,AMPK signaling pathway,8_vs_0h_t144h,3,4,74,200,0.75,0.14405901218134973,C00020;C00022;C00085,0.9157705000912163
map04150,mTOR signaling pathway,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00020;C00062,0.9157705000912163
map04075,Plant hormone signal transduction,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00805,0.9157705000912163
map04080,Neuroactive ligand-receptor interaction,8_vs_0h_t144h,3,11,74,200,0.2727272727272727,0.8433065606297628,C00037;C00212;C00639,0.9157705000912163
map04082,Neuroactive ligand signaling,8_vs_0h_t144h,2,6,74,200,0.3333333333333333,0.7209317287818933,C00037;C00212,0.9157705000912163
map04148,Efferocytosis,8_vs_0h_t144h,2,6,74,200,0.3333333333333333,0.7209317287818933,C00062;C00077,0.9157705000912163
map04911,Insulin secretion,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00022;C00092,0.9157705000912163
map04922,Glucagon signaling pathway,8_vs_0h_t144h,3,7,74,200,0.42857142857142855,0.5146284533799846,C00022;C00085;C00103,0.9157705000912163
map04923,Regulation of lipolysis in adipocytes,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00020;C00212,0.9157705000912163
map04917,Prolactin signaling pathway,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00092,0.9157705000912163
map04924,Renin secretion,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00020;C00212,0.9157705000912163
map04925,Aldosterone synthesis and secretion,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00020,0.9157705000912163
map04976,Bile secretion,8_vs_0h_t144h,2,5,74,200,0.4,0.6115797194158545,C00639;C00805,0.9157705000912163
map04973,Carbohydrate digestion and absorption,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00092,0.9157705000912163
map04974,Protein digestion and absorption,8_vs_0h_t144h,6,21,74,200,0.2857142857142857,0.8617286564301957,C00037;C00062;C00064;C00065;C00152;C00407,0.9157705000912163
map04977,Vitamin digestion and absorption,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00153;C00864,0.9157705000912163
map04981,Folate transport and metabolism,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00719,0.9157705000912163
map04978,Mineral absorption,8_vs_0h_t144h,5,11,74,200,0.45454545454545453,0.38284548619176606,C00037;C00064;C00065;C00152;C00407,0.9157705000912163
map04964,Proximal tubule bicarbonate reclamation,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00064,0.9157705000912163
map04724,Glutamatergic synapse,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00064,0.9157705000912163
map04727,GABAergic synapse,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00064,0.9157705000912163
map04726,Serotonergic synapse,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00639,0.9157705000912163
map04721,Synaptic vesicle cycle,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00037,0.9157705000912163
map04742,Taste transduction,8_vs_0h_t144h,1,5,74,200,0.2,0.903684401968972,C00020,0.9334049277278501
map04382,Cornified envelope formation,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00064,0.9157705000912163
map04211,Longevity regulating pathway,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00020,0.9157705000912163
map04212,Longevity regulating pathway - worm,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00153,0.9157705000912163
map05230,Central carbon metabolism in cancer,8_vs_0h_t144h,9,22,74,200,0.4090909090909091,0.42714299225801744,C00022;C00037;C00062;C00064;C00065;C00085;C00092;C00152;C00407,0.9157705000912163
map05012,Parkinson disease,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00020;C00212,0.9157705000912163
map05014,Amyotrophic lateral sclerosis,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00062,0.9157705000912163
map05022,Pathways of neurodegeneration - multiple diseases,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00020;C00062,0.9157705000912163
map05032,Morphine addiction,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00020;C00212,0.9157705000912163
map05034,Alcoholism,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00212,0.9157705000912163
map05415,Diabetic cardiomyopathy,8_vs_0h_t144h,5,6,74,200,0.8333333333333334,0.026877708675020106,C00022;C00043;C00085;C00092;C00794,0.9032329743373195
map04931,Insulin resistance,8_vs_0h_t144h,4,4,74,200,1.0,0.01778815628674058,C00022;C00043;C00085;C00092,0.9032329743373195
map01502,Vancomycin resistance,8_vs_0h_t144h,4,5,74,200,0.8,0.06352912959550207,C00022;C00037;C00043;C00065,0.9157705000912163
map01523,Antifolate resistance,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00020,0.9157705000912163
map07110,Benzoic acid family,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00108,0.9157705000912163
map01100,Metabolic pathways,P_vs_0h_t24h,82,135,124,200,0.6074074074074074,0.7522576106534761,C00020;C00021;C00042;C00047;C00064;C00065;C00073;C00079;C00082;C00093;C00106;C00114;C00122;C00140;C00147;C00148;C00152;C00153;C00170;C00178;C00180;C00186;C00188;C00212;C00233;C00242;C00243;C00245;C00253;C00257;C00262;C00294;C00299;C00314;C00327;C00330;C00380;C00383;C00385;C00386;C00387;C00407;C00483;C00497;C00526;C00532;C00559;C00581;C00624;C00633;C00639;C00645;C00719;C00755;C00777;C00794;C00805;C00836;C00864;C00954;C00956;C01035;C01046;C01083;C01132;C01234;C01384;C01717;C02226;C02262;C02376;C02656;C02693;C02714;C03114;C03375;C03440;C03519;C05852;C06231;C15493;C18218,0.9991706208647132
map01110,Biosynthesis of secondary metabolites,P_vs_0h_t24h,31,57,124,200,0.543859649122807,0.9401518024267118,C00020;C00042;C00047;C00064;C00065;C00073;C00079;C00082;C00093;C00122;C00147;C00148;C00152;C00180;C00186;C00188;C00233;C00253;C00257;C00327;C00385;C00407;C00483;C00624;C00755;C00805;C00864;C00956;C01083;C01234;C04083,0.9991706208647132
map01120,Microbial metabolism in diverse environments,P_vs_0h_t24h,22,43,124,200,0.5116279069767442,0.9653647673838919,C00042;C00047;C00064;C00065;C00073;C00122;C00180;C00186;C00188;C00253;C00257;C00314;C00385;C00633;C00755;C00805;C00956;C01046;C01384;C03067;C05852;C06231,0.9991706208647132
map01200,Carbon metabolism,P_vs_0h_t24h,4,12,124,200,0.3333333333333333,0.9914529527781514,C00042;C00065;C00122;C00257,0.9991706208647132
map01210,2-Oxocarboxylic acid metabolism,P_vs_0h_t24h,9,15,124,200,0.6,0.6758689366624042,C00047;C00073;C00079;C00082;C00233;C00407;C00624;C00956;C02226,0.9991706208647132
map01230,Biosynthesis of amino acids,P_vs_0h_t24h,15,28,124,200,0.5357142857142857,0.8843277915465975,C00021;C00047;C00064;C00065;C00073;C00079;C00082;C00148;C00152;C00188;C00233;C00327;C00407;C00624;C00956,0.9991706208647132
map01232,Nucleotide metabolism,P_vs_0h_t24h,16,21,124,200,0.7619047619047619,0.11775897173980863,C00020;C00064;C00106;C00147;C00178;C00212;C00242;C00262;C00294;C00299;C00330;C00380;C00385;C00387;C00526;C00559,0.9991706208647132
map01250,Biosynthesis of nucleotide sugars,P_vs_0h_t24h,3,9,124,200,0.3333333333333333,0.9837061942488737,C00140;C00645;C01132,0.9991706208647132
map01240,Biosynthesis of cofactors,P_vs_0h_t24h,13,27,124,200,0.48148148148148145,0.9632473302831692,C00020;C00021;C00064;C00065;C00073;C00082;C00153;C00253;C00314;C00483;C00864;C02656;C03114,0.9991706208647132
map01220,Degradation of aromatic compounds,P_vs_0h_t24h,5,10,124,200,0.5,0.8712162594658692,C00042;C00122;C00180;C00805;C03067,0.9991706208647132
map00010,Glycolysis / Gluconeogenesis,P_vs_0h_t24h,1,5,124,200,0.2,0.9927139630041376,C00186,0.9991706208647132
map00020,Citrate cycle (TCA cycle),P_vs_0h_t24h,2,3,124,200,0.6666666666666666,0.6774021623267854,C00042;C00122,0.9991706208647132
map00030,Pentose phosphate pathway,P_vs_0h_t24h,1,5,124,200,0.2,0.9927139630041376,C00257,0.9991706208647132
map00040,Pentose and glucuronate interconversions,P_vs_0h_t24h,1,3,124,200,0.3333333333333333,0.9464747982335922,C00532,0.9991706208647132
map00051,Fructose and mannose metabolism,P_vs_0h_t24h,2,5,124,200,0.4,0.9299730888731002,C00186;C00794,0.9991706208647132
map00052,Galactose metabolism,P_vs_0h_t24h,4,9,124,200,0.4444444444444444,0.9260267914473869,C00243;C00794;C01132;C02262,0.9991706208647132
map00500,Starch and sucrose metabolism,P_vs_0h_t24h,1,5,124,200,0.2,0.9927139630041376,C01083,0.9991706208647132
map00620,Pyruvate metabolism,P_vs_0h_t24h,3,4,124,200,0.75,0.5094024962529924,C00042;C00122;C00186,0.9991706208647132
map00630,Glyoxylate and dicarboxylate metabolism,P_vs_0h_t24h,3,9,124,200,0.3333333333333333,0.9837061942488737,C00042;C00064;C00065,0.9991706208647132
map00640,Propanoate metabolism,P_vs_0h_t24h,3,4,124,200,0.75,0.5094024962529924,C00042;C00186;C05984,0.9991706208647132
map00650,Butanoate metabolism,P_vs_0h_t24h,4,8,124,200,0.5,0.8604943244147115,C00042;C00122;C00497;C01384,0.9991706208647132
map00660,C5-Branched dibasic acid metabolism,P_vs_0h_t24h,1,3,124,200,0.3333333333333333,0.9464747982335922,C02226,0.9991706208647132
map00190,Oxidative phosphorylation,P_vs_0h_t24h,2,3,124,200,0.6666666666666666,0.6774021623267854,C00042;C00122,0.9991706208647132
map00720,Other carbon fixation pathways,P_vs_0h_t24h,2,3,124,200,0.6666666666666666,0.6774021623267854,C00042;C00122,0.9991706208647132
map00680,Methane metabolism,P_vs_0h_t24h,4,9,124,200,0.4444444444444444,0.9260267914473869,C00065;C00082;C00483;C01046,0.9991706208647132
map00910,Nitrogen metabolism,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00064,0.9991706208647132
map00920,Sulfur metabolism,P_vs_0h_t24h,4,5,124,200,0.8,0.36997420196045666,C00042;C00065;C00073;C00245,0.9991706208647132
map00061,Fatty acid biosynthesis,P_vs_0h_t24h,1,3,124,200,0.3333333333333333,0.9464747982335922,C00383,0.9991706208647132
map00120,Primary bile acid biosynthesis,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00245,0.9991706208647132
map00561,Glycerolipid metabolism,P_vs_0h_t24h,1,4,124,200,0.25,0.9801657881779301,C00093,0.9991706208647132
map00564,Glycerophospholipid metabolism,P_vs_0h_t24h,3,3,124,200,1.0,0.23612303943962235,C00065;C00093;C00114,0.9991706208647132
map00600,Sphingolipid metabolism,P_vs_0h_t24h,2,2,124,200,1.0,0.38321608040201,C00065;C00836,0.9991706208647132
map00230,Purine metabolism,P_vs_0h_t24h,11,12,124,200,0.9166666666666666,0.023650395577540718,C00020;C00064;C00147;C00212;C00242;C00262;C00294;C00330;C00385;C00387;C00559,0.9991706208647132
map00240,Pyrimidine metabolism,P_vs_0h_t24h,8,15,124,200,0.5333333333333333,0.8403850098203328,C00064;C00106;C00178;C00299;C00380;C00383;C00526;C02376,0.9991706208647132
map00250,"Alanine, aspartate and glutamate metabolism",P_vs_0h_t24h,4,9,124,200,0.4444444444444444,0.9260267914473869,C00042;C00064;C00122;C00152,0.9991706208647132
map00260,"Glycine, serine and threonine metabolism",P_vs_0h_t24h,6,14,124,200,0.42857142857142855,0.9634991820236108,C00065;C00114;C00188;C00581;C00719;C06231,0.9991706208647132
map00270,Cysteine and methionine metabolism,P_vs_0h_t24h,5,10,124,200,0.5,0.8712162594658692,C00021;C00065;C00073;C00170;C01234,0.9991706208647132
map00280,"Valine, leucine and isoleucine degradation",P_vs_0h_t24h,2,3,124,200,0.6666666666666666,0.6774021623267854,C00233;C00407,0.9991706208647132
map00290,"Valine, leucine and isoleucine biosynthesis",P_vs_0h_t24h,4,6,124,200,0.6666666666666666,0.5862668123373391,C00188;C00233;C00407;C02226,0.9991706208647132
map00300,Lysine biosynthesis,P_vs_0h_t24h,2,4,124,200,0.5,0.8454018284005784,C00047;C00956,0.9991706208647132
map00310,Lysine degradation,P_vs_0h_t24h,3,8,124,200,0.375,0.9644797266483781,C00042;C00047;C00956,0.9991706208647132
map00220,Arginine biosynthesis,P_vs_0h_t24h,4,8,124,200,0.5,0.8604943244147115,C00064;C00122;C00327;C00624,0.9991706208647132
map00330,Arginine and proline metabolism,P_vs_0h_t24h,5,16,124,200,0.3125,0.997966369989805,C00148;C00581;C01035;C02714;C03375,0.9991706208647132
map00340,Histidine metabolism,P_vs_0h_t24h,1,4,124,200,0.25,0.9801657881779301,C00386,0.9991706208647132
map00350,Tyrosine metabolism,P_vs_0h_t24h,5,7,124,200,0.7142857142857143,0.4625117620701538,C00042;C00082;C00122;C00483;C01384,0.9991706208647132
map00360,Phenylalanine metabolism,P_vs_0h_t24h,6,9,124,200,0.6666666666666666,0.5328319892513351,C00042;C00079;C00082;C00122;C03519;C05852,0.9991706208647132
map00380,Tryptophan metabolism,P_vs_0h_t24h,3,5,124,200,0.6,0.7185449376917961,C00954;C01717;C02693,0.9991706208647132
map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",P_vs_0h_t24h,2,4,124,200,0.5,0.8454018284005784,C00079;C00082,0.9991706208647132
map00410,beta-Alanine metabolism,P_vs_0h_t24h,4,8,124,200,0.5,0.8604943244147115,C00106;C00383;C00386;C00864,0.9991706208647132
map00430,Taurine and hypotaurine metabolism,P_vs_0h_t24h,1,5,124,200,0.2,0.9927139630041376,C00245,0.9991706208647132
map00460,Cyanoamino acid metabolism,P_vs_0h_t24h,5,8,124,200,0.625,0.6420527676391272,C00065;C00079;C00082;C00152;C00407,0.9991706208647132
map00470,D-Amino acid metabolism,P_vs_0h_t24h,9,20,124,200,0.45,0.9693406557890254,C00047;C00064;C00065;C00073;C00079;C00148;C00188;C00624;C03440,0.9991706208647132
map00520,Amino sugar and nucleotide sugar metabolism,P_vs_0h_t24h,4,10,124,200,0.4,0.962567146101732,C00140;C00645;C01132;C02262,0.9991706208647132
map00541,Biosynthesis of various nucleotide sugars,P_vs_0h_t24h,1,4,124,200,0.25,0.9801657881779301,C00645,0.9991706208647132
map00552,Teichoic acid biosynthesis,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00114,0.9991706208647132
map00730,Thiamine metabolism,P_vs_0h_t24h,1,4,124,200,0.25,0.9801657881779301,C00082,0.9991706208647132
map00740,Riboflavin metabolism,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C03114,0.9991706208647132
map00750,Vitamin B6 metabolism,P_vs_0h_t24h,2,3,124,200,0.6666666666666666,0.6774021623267854,C00064;C00314,0.9991706208647132
map00760,Nicotinate and nicotinamide metabolism,P_vs_0h_t24h,5,9,124,200,0.5555555555555556,0.7785787406238674,C00042;C00122;C00153;C00253;C01384,0.9991706208647132
map00770,Pantothenate and CoA biosynthesis,P_vs_0h_t24h,2,6,124,200,0.3333333333333333,0.9695481017865237,C00106;C00864,0.9991706208647132
map00780,Biotin metabolism,P_vs_0h_t24h,2,3,124,200,0.6666666666666666,0.6774021623267854,C00047;C02656,0.9991706208647132
map00785,Lipoic acid metabolism,P_vs_0h_t24h,1,3,124,200,0.3333333333333333,0.9464747982335922,C00233,0.9991706208647132
map00670,One carbon pool by folate,P_vs_0h_t24h,6,8,124,200,0.75,0.35478715872876976,C00021;C00065;C00073;C00114;C00212;C00719,0.9991706208647132
map00830,Retinol metabolism,P_vs_0h_t24h,2,2,124,200,1.0,0.38321608040201,C00777;C15493,0.9991706208647132
map00860,Porphyrin metabolism,P_vs_0h_t24h,2,4,124,200,0.5,0.8454018284005784,C00188;C03114,0.9991706208647132
map00130,Ubiquinone and other terpenoid-quinone biosynthesis,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00082,0.9991706208647132
map00908,Zeatin biosynthesis,P_vs_0h_t24h,4,4,124,200,1.0,0.14502988716849902,C00020;C00147;C00170;C04083,0.9991706208647132
map00940,Phenylpropanoid biosynthesis,P_vs_0h_t24h,2,2,124,200,1.0,0.38321608040201,C00079;C00082,0.9991706208647132
map00950,Isoquinoline alkaloid biosynthesis,P_vs_0h_t24h,2,2,124,200,1.0,0.38321608040201,C00082;C00483,0.9991706208647132
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",P_vs_0h_t24h,5,8,124,200,0.625,0.6420527676391272,C00047;C00079;C00253;C00407;C01004,0.9991706208647132
map00996,Biosynthesis of various alkaloids,P_vs_0h_t24h,5,6,124,200,0.8333333333333334,0.26182789677201546,C00079;C00180;C00755;C00805;C16716,0.9991706208647132
map00966,Glucosinolate biosynthesis,P_vs_0h_t24h,5,6,124,200,0.8333333333333334,0.26182789677201546,C00073;C00079;C00082;C00233;C00407,0.9991706208647132
map00311,Penicillin and cephalosporin biosynthesis,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00956,0.9991706208647132
map00332,Carbapenem biosynthesis,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00148,0.9991706208647132
map00261,Monobactam biosynthesis,P_vs_0h_t24h,3,6,124,200,0.5,0.850823063046253,C00065;C00082;C00188,0.9991706208647132
map00401,Novobiocin biosynthesis,P_vs_0h_t24h,2,2,124,200,1.0,0.38321608040201,C00082;C00148,0.9991706208647132
map00404,Staurosporine biosynthesis,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00148,0.9991706208647132
map00975,Biosynthesis of various siderophores,P_vs_0h_t24h,2,6,124,200,0.3333333333333333,0.9695481017865237,C00047;C00065,0.9991706208647132
map00998,Biosynthesis of various antibiotics,P_vs_0h_t24h,2,10,124,200,0.2,0.9991706208647132,C00065;C00082,0.9991706208647132
map00999,Biosynthesis of various plant secondary metabolites,P_vs_0h_t24h,3,7,124,200,0.42857142857142855,0.9254852008107531,C00073;C00079;C00082,0.9991706208647132
map00997,Biosynthesis of various other secondary metabolites,P_vs_0h_t24h,3,8,124,200,0.375,0.9644797266483781,C00047;C00079;C00082,0.9991706208647132
map00362,Benzoate degradation,P_vs_0h_t24h,1,4,124,200,0.25,0.9801657881779301,C00180,0.9991706208647132
map00627,Aminobenzoate degradation,P_vs_0h_t24h,3,6,124,200,0.5,0.850823063046253,C00180;C00633;C00755,0.9991706208647132
map00623,Toluene degradation,P_vs_0h_t24h,3,5,124,200,0.6,0.7185449376917961,C00180;C00633;C03067,0.9991706208647132
map00643,Styrene degradation,P_vs_0h_t24h,3,3,124,200,1.0,0.23612303943962235,C00122;C00186;C05852,0.9991706208647132
map00363,Bisphenol degradation,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C00633,0.9991706208647132
map00621,Dioxin degradation,P_vs_0h_t24h,2,4,124,200,0.5,0.8454018284005784,C00180;C00805,0.9991706208647132
map00624,Polycyclic aromatic hydrocarbon degradation,P_vs_0h_t24h,1,3,124,200,0.3333333333333333,0.9464747982335922,C00805,0.9991706208647132
map00983,Drug metabolism - other enzymes,P_vs_0h_t24h,1,2,124,200,0.5,0.8567839195979899,C07446,0.9991706208647132
map01060,Biosynthesis of plant secondary metabolites,P_vs_0h_t24h,17,34,124,200,0.5,0.9609152984167896,C00020;C00042;C00047;C00064;C00065;C00073;C00079;C00082;C00122;C00152;C00170;C00188;C00253;C00385;C00407;C00483;C01234,0.9991706208647132
map01061,Biosynthesis of phenylpropanoids,P_vs_0h_t24h,6,11,124,200,0.5454545454545454,0.8019819032786889,C00042;C00079;C00122;C00633;C00755;C00805,0.9991706208647132
map01062,Biosynthesis of terpenoids and steroids,P_vs_0h_t24h,2,6,124,200,0.3333333333333333,0.9695481017865237,C00042;C00122,0.9991706208647132
map01063,Biosynthesis of alkaloids derived from shikimate pathway,P_vs_0h_t24h,8,14,124,200,0.5714285714285714,0.7526431041361042,C00042;C00079;C00082;C00122;C00180;C00483;C00755;C16716,0.9991706208647132
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",P_vs_0h_t24h,6,15,124,200,0.4,0.9808937637893457,C00042;C00047;C00079;C00122;C00253;C00407,0.9991706208647132
map01065,Biosynthesis of alkaloids derived from histidine and purine,P_vs_0h_t24h,4,7,124,200,0.5714285714285714,0.7512735460269194,C00020;C00042;C00122;C00385,0.9991706208647132
map01066,Biosynthesis of alkaloids derived from terpenoid and polyketide,P_vs_0h_t24h,2,4,124,200,0.5,0.8454018284005784,C00042;C00122,0.9991706208647132
